  0.00750000   0.86922593  -0.07501525  -0.21883105  -0.24838534  -0.34049951  1e-06
  0.00875000   0.86922240  -0.07501287  -0.21880394  -0.24838326  -0.34047130  1e-06
  0.01000000   0.86923140  -0.07501016  -0.21876739  -0.24837667  -0.34043124  1e-06
  0.01125000   0.86919374  -0.07500085  -0.21872373  -0.24836399  -0.34038320  1e-06
  0.01250000   0.86918041  -0.07498597  -0.21864609  -0.24832046  -0.34028604  1e-06
  0.01375000   0.86918985  -0.07496155  -0.21852185  -0.24823366  -0.34012185  1e-06
  0.01500000   0.86914312  -0.07491781  -0.21834771  -0.24809620  -0.33988747  1e-06
  0.01625000   0.86912267  -0.07485398  -0.21808788  -0.24787501  -0.33952870  1e-06
  0.01750000   0.86913332  -0.07476440  -0.21772043  -0.24754740  -0.33901320  1e-06
  0.01875000   0.86903783  -0.07463523  -0.21725126  -0.24711244  -0.33835234  1e-06
  0.02000000   0.86900898  -0.07447046  -0.21662624  -0.24652214  -0.33746285  1e-06
  0.02125000   0.86896781  -0.07425982  -0.21584120  -0.24576781  -0.33633996  1e-06
  0.02250000   0.86883557  -0.07399357  -0.21489376  -0.24484242  -0.33498126  1e-06
  0.02375000   0.86877847  -0.07367483  -0.21373114  -0.24369843  -0.33330518  1e-06
  0.02500000   0.86862788  -0.07328947  -0.21237135  -0.24234523  -0.33134073  1e-06
  0.02625000   0.86845996  -0.07283576  -0.21078085  -0.24075030  -0.32903597  1e-06
  0.02750000   0.86837599  -0.07231199  -0.20891800  -0.23887348  -0.32632630  1e-06
  0.02875000   0.86820820  -0.07170457  -0.20680305  -0.23672569  -0.32324311  1e-06
  0.03000000   0.86807083  -0.07101121  -0.20438920  -0.23426108  -0.31971316  1e-06
  0.03125000   0.86778384  -0.07021878  -0.20170231  -0.23149534  -0.31577558  1e-06
  0.03250000   0.86763992  -0.06932753  -0.19864241  -0.22833386  -0.31127425  1e-06
  0.03375000   0.86729383  -0.06831967  -0.19527954  -0.22483009  -0.30631557  1e-06
  0.03500000   0.86706267  -0.06719081  -0.19149489  -0.22086852  -0.30071356  1e-06
  0.03625000   0.86676103  -0.06592514  -0.18730980  -0.21645722  -0.29449803  1e-06
  0.03750000   0.86636920  -0.06450900  -0.18269523  -0.21155785  -0.28762012  1e-06
  0.03875000   0.86606240  -0.06292324  -0.17754495  -0.20605635  -0.27991110  1e-06
  0.04000000   0.86504384  -0.06116634  -0.17211148  -0.20018159  -0.27175362  1e-06
  0.04125000   0.86310506  -0.05924624  -0.16647271  -0.19400561  -0.26326105  1e-06
  0.04250000   0.86122882  -0.05711582  -0.16018920  -0.18708586  -0.25374822  1e-06
  0.04375000   0.85940655  -0.05473904  -0.15317024  -0.17930853  -0.24306450  1e-06
  0.04500000   0.85763033  -0.05206854  -0.14529574  -0.17052336  -0.23101066  1e-06
  0.04625000   0.85589280  -0.04903969  -0.13640106  -0.16052505  -0.21731386  1e-06
  0.04750000   0.85418697  -0.04556042  -0.12625039  -0.14902053  -0.20158395  1e-06
  0.04875000   0.85250609  -0.04149097  -0.11448376  -0.13556430  -0.18322673  1e-06
  0.05000000   0.85084352  -0.03659959  -0.10050013  -0.11941606  -0.16125294  1e-06
  0.05125000   0.84919260  -0.03044217  -0.08313850  -0.09915337  -0.13375832  1e-06
  0.05250000   0.84754663  -0.02189600  -0.05943484  -0.07116724  -0.09590198  1e-06
  0.05375000   0.84595658  -0.00587457  -0.01585080  -0.01906278  -0.02565663  1e-06
